cluster_rep	name_	member_ids	locus	assembly	n_members	n_chromosomes	n_plasmids	virus_percent	product	avg_iso	phylum	species	mean_length	percent_cas13
WP_013102226.1	[]	['WP_013102226.1']	['AcrIIA21']	['GCF_000092505.1_ASM9250v1']	1	1.0	0.0	0.0	['hypothetical protein']	9.56951904296875	['firmicutes']	['Leuconostoc']	84.0	0.0
WP_001844782.1	[]	['WP_078130810.1', 'WP_001844782.1']	['AcrIIA21']	['GCF_000019005.1_ASM1900v1', 'GCF_003351525.1_ASM335152v1', 'GCF_003351705.1_ASM335170v1']	3	1.0	0.0	0.0	['hypothetical protein']	5.40203857421875	['firmicutes']	['Streptococcus']	62.333333333333336	0.0
WP_009113101.1	[]	['WP_009113101.1']	['AcrIF22']	['GCF_005484965.1_ASM548496v1']	1	1.0	0.0	0.0	['type II toxin-antitoxin system HicB family antitoxin']	4.53497314453125	['enterobacteria']	['Brenneria']	135.0	0.0
WP_011798230.1	['AcrIF23']	['WP_011798230.1']	['AcrIF23']	['GCF_000015505.1_ASM1550v1']	1	0.0	1.0	0.0	['hypothetical protein']	8.92474365234375	['b-proteobacteria']	['Polaromonas']	178.0	0.0
WP_017432681.1	['AcrIF17_1', 'AcrIF17_2']	['WP_017432681.1', 'WP_121739301.1', 'WP_106742580.1']	['AcrIF12', 'AcrIF17_1', 'AcrIF17_2', 'AcrIF24']	['GCF_000960995.1_ASM96099v1', 'GCF_003008615.1_ASM300861v1', 'GCF_003671915.1_ASM367191v1']	6	0.8333333333333334	0.16666666666666666	0.0	['hypothetical protein']	9.7244873046875	['b-proteobacteria', 'g-proteobacteria']	['Alcaligenes', 'Burkholderia', 'Pseudomonas']	123.16666666666667	0.0
WP_031645776.1	[]	['WP_031645776.1']	['AcrIIA1']	['GCF_001908335.1_ASM190833v1', 'GCF_003999665.1_ASM399966v1']	2	1.0	0.0	0.0	['hypothetical protein']	9.91717529296875	['firmicutes']	['Listeria']	59.0	0.0
WP_057910469.1	[]	['WP_057910469.1']	['AcrIIA1']	['GCF_001922025.1_ASM192202v1']	1	1.0	0.0	0.0	['peptidase S53']	9.47113037109375	['firmicutes']	['Lactobacillus']	625.0	0.0
YP_009280350.1	[]	['YP_003344871.1', 'YP_009280350.1']	['AcrIIA6']	['GCF_000886115.1_ViralProj42593', 'GCF_001743715.1_ViralProj344117']	2	0.0	0.0	1.0	['endonuclease']	9.77679443359375	['viruses']	['Streptococcus']	253.0	0.0
WP_082025544.1	[]	['WP_082025544.1']	['AcrIIA7']	['GCF_000828475.1_ASM82847v1']	1	1.0	0.0	0.0	['DNA cytosine methyltransferase']	6.76898193359375	['a-proteobacteria']	['Methyloceanibacter']	349.0	0.0
WP_013255351.1	[]	['WP_013255351.1', 'WP_013254757.1']	['AcrIIA7']	['GCF_000143985.1_ASM14398v1']	2	1.0	0.0	0.0	['hypothetical protein']	5.1722412109375	['spirochetes']	['Sediminispirochaeta']	216.0	0.0
WP_000255944.1	[]	['WP_000255944.1']	['AcrIIA7']	['GCF_000047365.1_ASM4736v1', 'GCF_000834295.1_ASM83429v1']	2	1.0	0.0	0.0	['IS21 family transposase IS100']	9.62591552734375	['enterobacteria']	['Yersinia']	340.0	0.0
WP_071036852.1	[]	['WP_071036852.1']	['AcrIIA7']	['GCF_001854305.1_ASM185430v1']	1	1.0	0.0	0.0	['hypothetical protein']	9.73565673828125	['b-proteobacteria']	['Cupriavidus']	108.0	0.0
WP_101475379.1	[]	['WP_101475379.1']	['AcrIIA7']	['GCF_900234795.1_TK0001_PRJEB23178_v1']	1	1.0	0.0	0.0	['hypothetical protein']	9.89508056640625	['a-proteobacteria']	['Methylorubrum']	163.0	0.0
WP_049140176.1	[]	['WP_065807802.1', 'WP_038883487.1', 'WP_049140176.1']	['AcrIF17_1', 'AcrIF17_2', 'AcrIIA7']	['GCF_002186515.2_ASM218651v2', 'GCF_003408615.1_ASM340861v1', 'GCF_006716725.1_ASM671672v1']	4	0.0	1.0	0.0	['antitoxin', 'hypothetical protein', 'type II toxin-antitoxin system Phd/YefM family antitoxin']	4.450042724609375	['enterobacteria']	['Klebsiella', 'Serratia']	83.0	0.0
WP_003053664.1	[]	['WP_003053664.1']	['AcrIIA7']	['GCF_000093145.3_ASM9314v2']	1	1.0	0.0	0.0	['hypothetical protein']	6.28619384765625	['b-proteobacteria']	['Comamonas']	95.0	0.0
WP_123958916.1	[]	['WP_123958916.1', 'WP_057499564.1']	['AcrIIA7']	['GCF_003812985.1_ASM381298v1', 'GCF_900636655.1_43781_D01']	2	1.0	0.0	0.0	['phage major capsid protein']	5.9666748046875	['g-proteobacteria']	['Stenotrophomonas']	361.0	0.0
WP_100069359.1	[]	['WP_100069359.1']	['AcrIIA7']	['GCF_004328515.1_ASM432851v1']	1	1.0	0.0	0.0	['hypothetical protein']	6.55657958984375	['CFB group bacteria']	['Bacteroides']	66.0	0.0
WP_025698473.1	[]	['WP_025698473.1']	['AcrIIA7']	['GCF_000993825.1_ASM99382v1']	1	1.0	0.0	0.0	['hypothetical protein']	5.13909912109375	['firmicutes']	['Paenibacillus']	137.0	0.0
WP_020219674.1	[]	['WP_020219674.1']	['AcrIIA13']	['GCF_000185885.1_ASM18588v1']	1	1.0	0.0	0.0	['DUF3467 domain-containing protein']	4.38287353515625	['firmicutes']	['Staphylococcus']	104.0	0.0
WP_046464359.1	[]	['WP_046464359.1']	['AcrIIA14', 'AcrIIA15']	['GCF_003691405.1_ASM369140v1', 'GCF_900636385.1_41665_E01']	4	1.0	0.0	0.0	['hypothetical protein']	4.68011474609375	['firmicutes']	['Staphylococcus']	80.0	0.0
WP_001788648.1	[]	['WP_111680249.1', 'WP_016169050.1', 'WP_100292240.1', 'WP_001825450.1', 'WP_001788648.1', 'WP_056986587.1', 'WP_012775544.1', 'WP_129790280.1', 'WP_078064749.1', 'WP_078368965.1', 'WP_072419674.1', 'WP_054190249.1', 'WP_078064668.1', 'YP_499679.1', 'WP_001794142.1', 'WP_001796560.1', 'WP_078065996.1', 'WP_078064616.1', 'WP_072357871.1', 'WP_114636093.1', 'WP_078156815.1', 'WP_078066500.1', 'WP_014532611.1', 'WP_088607365.1', 'WP_020977176.1', 'WP_001837893.1']	['AcrIIA14', 'AcrIIA21']	['GCF_000009585.1_ASM958v1', 'GCF_000009645.1_ASM964v1', 'GCF_000009665.1_ASM966v1', 'GCF_000010445.1_ASM1044v1', 'GCF_000010465.1_ASM1046v1', 'GCF_000011265.1_ASM1126v1', 'GCF_000011505.1_ASM1150v1', 'GCF_000011525.1_ASM1152v1', 'GCF_000012045.1_ASM1204v1', 'GCF_000013425.1_ASM1342v1', 'GCF_000013465.1_ASM1346v1', 'GCF_000016805.1_ASM1680v1', 'GCF_000017085.1_ASM1708v1', 'GCF_000017125.1_ASM1712v1', 'GCF_000024585.1_ASM2458v1', 'GCF_000025145.1_ASM2514v1', 'GCF_000027045.1_ASM2704v1', 'GCF_000145595.1_ASM14559v1', 'GCF_000159535.2_ASM15953v2', 'GCF_000160335.2_ASM16033v2', 'GCF_000189455.2_ASM18945v3', 'GCF_000204665.1_ASM20466v1', 'GCF_000210315.1_ASM21031v1', 'GCF_000237125.1_ASM23712v1', 'GCF_000239235.1_ASM23923v1', 'GCF_000245495.1_ASM24549v1', 'GCF_000253135.1_ASM25313v1', 'GCF_000283635.1_ASM28363v1', 'GCF_000284535.1_ASM28453v1', 'GCF_000296595.1_ASM29659v1', 'GCF_000412775.1_ASM41277v1', 'GCF_000418345.1_ASM41834v1', 'GCF_000452385.2_ASM45238v2', 'GCF_000462955.1_ASM46295v1', 'GCF_000470845.1_ASM47084v1', 'GCF_000470865.1_ASM47086v1', 'GCF_000485885.1_ASM48588v1', 'GCF_000568455.1_ASM56845v1', 'GCF_000597965.1_ASM59796v1', 'GCF_000626615.2_ASM62661v3', 'GCF_000695215.1_ASM69521v1', 'GCF_000695875.1_ASM69587v1', 'GCF_000709475.1_ASM70947v1', 'GCF_000737615.1_ASM73761v1', 'GCF_000746505.1_ASM74650v1', 'GCF_000756205.1_ASM75620v1', 'GCF_000769575.1_ASM76957v1', 'GCF_000772025.1_ASM77202v1', 'GCF_000815045.1_ASM81504v1', 'GCF_000815085.1_ASM81508v1', 'GCF_000815125.1_ASM81512v1', 'GCF_000815165.1_ASM81516v1', 'GCF_000815205.1_ASM81520v1', 'GCF_000815245.1_ASM81524v1', 'GCF_000828035.1_ASM82803v1', 'GCF_000953255.1_Staphylococcus_aureus_Sa_ILRI_217', 'GCF_000969225.1_ASM96922v1', 'GCF_001018645.2_ASM101864v2', 'GCF_001018655.2_ASM101865v2', 'GCF_001018685.2_ASM101868v2', 'GCF_001018725.2_ASM101872v2', 'GCF_001018735.2_ASM101873v2', 'GCF_001018775.2_ASM101877v2', 'GCF_001018805.1_ASM101880v2', 'GCF_001018835.2_ASM101883v2', 'GCF_001018845.2_ASM101884v2', 'GCF_001018915.2_ASM101891v2', 'GCF_001018975.2_ASM101897v2', 'GCF_001019125.2_ASM101912v2', 'GCF_001019205.2_ASM101920v2', 'GCF_001019255.2_ASM101925v2', 'GCF_001019305.2_ASM101930v2', 'GCF_001019395.2_ASM101939v2', 'GCF_001019415.2_ASM101941v2', 'GCF_001019435.2_ASM101943v2', 'GCF_001019485.2_ASM101948v2', 'GCF_001019495.2_ASM101949v2', 'GCF_001019535.2_ASM101953v2', 'GCF_001021875.1_ASM102187v1', 'GCF_001021895.1_ASM102189v1', 'GCF_001027045.1_ASM102704v1', 'GCF_001027105.1_ASM102710v1', 'GCF_001045795.2_ASM104579v2', 'GCF_001045995.2_ASM104599v2', 'GCF_001046095.2_ASM104609v2', 'GCF_001183705.3_ASM118370v3', 'GCF_001183725.2_ASM118372v2', 'GCF_001278745.1_ASM127874v1', 'GCF_001281145.1_ASM128114v1', 'GCF_001296985.1_ASM129698v1', 'GCF_001298325.2_ASM129832v2', 'GCF_001307235.1_ASM130723v1', 'GCF_001444345.1_ASM144434v1', 'GCF_001456215.1_ASM145621v1', 'GCF_001457495.1_NCTC13435', 'GCF_001465635.1_ASM146563v1', 'GCF_001465675.1_ASM146567v1', 'GCF_001465755.1_ASM146575v1', 'GCF_001477575.1_ASM147757v1', 'GCF_001515665.1_ASM151566v1', 'GCF_001515685.1_ASM151568v1', 'GCF_001515705.1_ASM151570v1', 'GCF_001515745.1_ASM151574v1', 'GCF_001515765.1_ASM151576v1', 'GCF_001548295.1_ASM154829v1', 'GCF_001548415.1_ASM154841v1', 'GCF_001558795.2_ASM155879v2', 'GCF_001580515.1_ASM158051v1', 'GCF_001594205.1_ASM159420v1', 'GCF_001611325.1_ASM161132v1', 'GCF_001611345.1_ASM161134v1', 'GCF_001611365.1_ASM161136v1', 'GCF_001611385.1_ASM161138v1', 'GCF_001611405.1_ASM161140v1', 'GCF_001611425.1_ASM161142v1', 'GCF_001618305.1_ASM161830v1', 'GCF_001640885.1_ASM164088v1', 'GCF_001640905.1_ASM164090v1', 'GCF_001640925.1_ASM164092v1', 'GCF_001641025.1_ASM164102v1', 'GCF_001656045.1_ASM165604v1', 'GCF_001702195.1_ASM170219v1', 'GCF_001717645.1_ASM171764v3', 'GCF_001717685.1_ASM171768v3', 'GCF_001717705.1_ASM171770v2', 'GCF_001717725.1_ASM171772v2', 'GCF_001717975.2_ASM171797v3', 'GCF_001725965.1_ASM172596v1', 'GCF_001735655.2_ASM173565v2', 'GCF_001879545.1_ASM187954v1', 'GCF_001880265.1_ASM188026v1', 'GCF_001887075.1_ASM188707v1', 'GCF_001900185.1_ASM190018v1', 'GCF_001956755.1_ASM195675v1', 'GCF_001956815.1_ASM195681v1', 'GCF_001975005.1_ASM197500v1', 'GCF_001975045.1_ASM197504v1', 'GCF_001986135.1_ASM198613v1', 'GCF_002000565.1_ASM200056v1', 'GCF_002000585.1_ASM200058v1', 'GCF_002000605.1_ASM200060v1', 'GCF_002000625.1_ASM200062v1', 'GCF_002000645.1_ASM200064v1', 'GCF_002000665.1_ASM200066v1', 'GCF_002000685.1_ASM200068v1', 'GCF_002000705.1_ASM200070v1', 'GCF_002000725.1_ASM200072v1', 'GCF_002000745.1_ASM200074v1', 'GCF_002000765.1_ASM200076v1', 'GCF_002000785.1_ASM200078v1', 'GCF_002000805.1_ASM200080v1', 'GCF_002000825.1_ASM200082v1', 'GCF_002000845.1_ASM200084v1', 'GCF_002000865.1_ASM200086v1', 'GCF_002025125.1_ASM202512v1', 'GCF_002025145.1_ASM202514v1', 'GCF_002085525.1_ASM208552v1', 'GCF_002088995.1_ASM208899v1', 'GCF_002089035.2_ASM208903v2', 'GCF_002089055.1_ASM208905v1', 'GCF_002089075.2_ASM208907v2', 'GCF_002089095.2_ASM208909v2', 'GCF_002089115.2_ASM208911v2', 'GCF_002097595.2_ASM209759v2', 'GCF_002202075.1_ASM220207v1', 'GCF_002202095.1_ASM220209v1', 'GCF_002204555.1_ASM220455v1', 'GCF_002204575.1_ASM220457v1', 'GCF_002209325.1_ASM220932v1', 'GCF_002310395.1_ASM231039v1', 'GCF_002310435.1_ASM231043v1', 'GCF_002355355.1_ASM235535v1', 'GCF_002356675.1_ASM235667v1', 'GCF_002386245.1_ASM238624v1', 'GCF_002442975.1_ASM244297v1', 'GCF_002633765.1_ASM263376v1', 'GCF_002633785.1_ASM263378v1', 'GCF_002633805.1_ASM263380v1', 'GCF_002633825.1_ASM263382v1', 'GCF_002633845.1_ASM263384v1', 'GCF_002633865.1_ASM263386v1', 'GCF_002786465.1_ASM278646v1', 'GCF_002786535.1_ASM278653v1', 'GCF_002795285.1_ASM279528v1', 'GCF_002803885.1_ASM280388v1', 'GCF_002850395.1_ASM285039v1', 'GCF_002850415.1_ASM285041v1', 'GCF_002895385.1_ASM289538v1', 'GCF_002952015.1_ASM295201v1', 'GCF_003029645.1_ASM302964v1', 'GCF_003030065.1_ASM303006v1', 'GCF_003030085.1_ASM303008v1', 'GCF_003030225.1_ASM303022v1', 'GCF_003031425.1_ASM303142v1', 'GCF_003031485.1_ASM303148v1', 'GCF_003073395.1_ASM307339v1', 'GCF_003073415.1_ASM307341v1', 'GCF_003073435.1_ASM307343v1', 'GCF_003073635.1_ASM307363v1', 'GCF_003073655.1_ASM307365v1', 'GCF_003073715.1_ASM307371v1', 'GCF_003073755.1_ASM307375v1', 'GCF_003073775.1_ASM307377v1', 'GCF_003111725.1_ASM311172v1', 'GCF_003184985.1_ASM318498v1', 'GCF_003185005.1_ASM318500v1', 'GCF_003186105.1_ASM318610v1', 'GCF_003186125.1_ASM318612v1', 'GCF_003193685.1_ASM319368v1', 'GCF_003193705.1_ASM319370v1', 'GCF_003193725.1_ASM319372v1', 'GCF_003193745.1_ASM319374v1', 'GCF_003193765.1_ASM319376v1', 'GCF_003193885.1_ASM319388v1', 'GCF_003193965.1_ASM319396v1', 'GCF_003194005.1_ASM319400v1', 'GCF_003194025.1_ASM319402v1', 'GCF_003194405.1_ASM319440v1', 'GCF_003203595.1_ASM320359v1', 'GCF_003203615.1_ASM320361v1', 'GCF_003203635.1_ASM320363v1', 'GCF_003203655.1_ASM320365v1', 'GCF_003203675.1_ASM320367v1', 'GCF_003264775.1_ASM326477v1', 'GCF_003264815.1_ASM326481v1', 'GCF_003288395.1_ASM328839v1', 'GCF_003330905.1_ASM333090v1', 'GCF_003351925.1_ASM335192v1', 'GCF_003354545.1_ASM335454v1', 'GCF_003354605.1_ASM335460v1', 'GCF_003354625.1_ASM335462v1', 'GCF_003354645.1_ASM335464v1', 'GCF_003354665.1_ASM335466v1', 'GCF_003354685.1_ASM335468v1', 'GCF_003354725.1_ASM335472v1', 'GCF_003354745.1_ASM335474v1', 'GCF_003354785.1_ASM335478v1', 'GCF_003354865.1_ASM335486v1', 'GCF_003354905.1_ASM335490v1', 'GCF_003354925.1_ASM335492v1', 'GCF_003354945.1_ASM335494v1', 'GCF_003354965.1_ASM335496v1', 'GCF_003394105.1_ASM339410v1', 'GCF_003425545.1_ASM342554v1', 'GCF_003425835.1_ASM342583v1', 'GCF_003425885.1_ASM342588v1', 'GCF_003425915.1_ASM342591v1', 'GCF_003426145.1_ASM342614v1', 'GCF_003431365.1_ASM343136v1', 'GCF_003432345.1_ASM343234v1', 'GCF_003432365.1_ASM343236v1', 'GCF_003490125.1_ASM349012v1', 'GCF_003573835.1_ASM357383v1', 'GCF_003595365.1_ASM359536v1', 'GCF_003595385.1_ASM359538v1', 'GCF_003595405.1_ASM359540v1', 'GCF_003595425.1_ASM359542v1', 'GCF_003595445.1_ASM359544v1', 'GCF_003595465.1_ASM359546v1', 'GCF_003595485.1_ASM359548v1', 'GCF_003595505.1_ASM359550v1', 'GCF_003609895.1_ASM360989v1', 'GCF_003609915.1_ASM360991v1', 'GCF_003627835.1_ASM362783v1', 'GCF_003827915.1_ASM382791v1', 'GCF_003855575.1_ASM385557v1', 'GCF_003944865.1_ASM394486v1', 'GCF_003945405.1_ASM394540v1', 'GCF_003945425.1_ASM394542v1', 'GCF_003952625.1_ASM395262v1', 'GCF_003955945.1_ASM395594v1', 'GCF_003957315.1_ASM395731v1', 'GCF_003991015.1_ASM399101v1', 'GCF_004026165.1_ASM402616v1', 'GCF_004026185.1_ASM402618v1', 'GCF_004118995.1_ASM411899v1', 'GCF_004136235.1_ASM413623v1', 'GCF_004136255.1_ASM413625v1', 'GCF_004136655.1_ASM413665v1', 'GCF_004153365.1_ASM415336v1', 'GCF_004193875.1_ASM419387v1', 'GCF_004193895.1_ASM419389v1', 'GCF_004208595.1_ASM420859v1', 'GCF_004614295.1_ASM461429v1', 'GCF_004614315.1_ASM461431v1', 'GCF_004771515.1_ASM477151v1', 'GCF_004771975.1_ASM477197v1', 'GCF_004772055.1_ASM477205v1', 'GCF_004772175.1_ASM477217v1', 'GCF_004772215.1_ASM477221v1', 'GCF_004797195.1_ASM479719v1', 'GCF_005705635.1_ASM570563v1', 'GCF_005705815.1_ASM570581v1', 'GCF_005706035.1_ASM570603v1', 'GCF_005706855.1_ASM570685v1', 'GCF_005707015.1_ASM570701v1', 'GCF_005707215.1_ASM570721v1', 'GCF_005707335.1_ASM570733v1', 'GCF_005885975.1_ASM588597v1', 'GCF_005889995.1_ASM588999v1', 'GCF_005890015.1_ASM589001v1', 'GCF_005890035.1_ASM589003v1', 'GCF_005931015.1_ASM593101v1', 'GCF_005931035.1_ASM593103v1', 'GCF_005931055.1_ASM593105v1', 'GCF_005954685.1_ASM595468v1', 'GCF_006088835.1_ASM608883v1', 'GCF_006094915.1_ASM609491v1', 'GCF_006364675.1_ASM636467v1', 'GCF_006364775.1_ASM636477v1', 'GCF_900004855.1_BB155', 'GCF_900017775.1_NZAK3', 'GCF_900092595.1_Sa_Newman_UoM', 'GCF_900096745.1_AUS0325', 'GCF_900129335.1_PP_HGAG_QV30_2SC_T4', 'GCF_900155335.1_NZ15MR0322', 'GCF_900324205.1_1_1439', 'GCF_900324215.1_3_LA_115', 'GCF_900324225.1_7_4623', 'GCF_900324235.1_5_3949', 'GCF_900324245.1_8_LA_272', 'GCF_900324255.1_2_LA_86', 'GCF_900324265.1_9_LA_281', 'GCF_900324275.1_6_LA_232', 'GCF_900324285.1_4_LA_208', 'GCF_900324295.1_16_LA_309', 'GCF_900324305.1_13_LA_301', 'GCF_900324315.1_12_LA_293', 'GCF_900324325.1_14_5418', 'GCF_900324335.1_15_LA_305', 'GCF_900324345.1_17_LA_343', 'GCF_900324355.1_10_5235', 'GCF_900324365.1_19_LA_388', 'GCF_900324385.1_20_LA_415', 'GCF_900324405.1_21_LA_436', 'GCF_900324415.1_22_LA_562', 'GCF_900474525.1_40677_F01', 'GCF_900474555.1_40657_E01', 'GCF_900474565.1_41315_B01', 'GCF_900474575.1_40415_F02', 'GCF_900474665.1_41236_D02', 'GCF_900474675.1_40961_F01', 'GCF_900474695.1_41004_B01', 'GCF_900474715.1_41004_D01', 'GCF_900474725.1_40677_A01', 'GCF_900474735.1_40871_F01', 'GCF_900474755.1_41236_E02', 'GCF_900475055.1_42197_E02', 'GCF_900475245.1_43024_E01', 'GCF_900478245.1_35910_A02', 'GCF_900607245.1_JKD6009', 'GCF_900607255.1_BPH2019', 'GCF_900607265.1_BPH2003', 'GCF_900607275.1_BPH2070', 'GCF_900607285.1_BPH3244', 'GCF_900607295.1_BPH2869', 'GCF_900607305.1_BPH2056', 'GCF_900620215.1_BPH2760', 'GCF_900620225.1_BPH2819', 'GCF_900620235.1_BPH2900', 'GCF_900620245.1_BPH2947', 'GCF_900620255.1_BPH2986', 'GCF_900635095.1_33763_A01', 'GCF_900635245.1_40415_C02', 'GCF_900635265.1_40574_H02', 'GCF_900635285.1_40677_B02', 'GCF_900635305.1_40961_G01', 'GCF_900635315.1_41255_H01', 'GCF_900635505.1_3012STDY6191362', 'GCF_900635905.1_35910_F01', 'GCF_900636335.1_40798_F01', 'GCF_900636695.1_43874_B01', 'GCF_900637155.1_49386_H02']	373	0.9973190348525469	0.002680965147453083	0.0	['', 'DeoR/GlpR transcriptional regulator', 'beta-class phenol-soluble modulin', 'hypothetical protein', 'noncanonical pyrimidine nucleotidase, YjjG family']	5.890817923456351	['firmicutes']	['Lactobacillus', 'Staphylococcus', 'Streptococcus']	230.8632707774799	0.0
